HOMEADV,FRIENDLY,HOME,AWAY,HG,AG,DATE
0,1,Romania,Australia,3,2,2/6/2013
1,1,Turkey,Czech Republic,0,2,2/6/2013
0,1,Iceland,Russia,0,2,2/6/2013
0,1,Guatemala,Colombia,1,4,2/6/2013
1,1,Israel,Finland,2,1,2/6/2013
1,1,Cyprus,Serbia,1,3,2/6/2013
1,1,France,Germany,1,2,2/6/2013
1,1,Greece,Switzerland,0,0,2/6/2013
1,1,Bolivia,Haiti,2,1,2/6/2013
0,1,Norway,Ukraine,0,2,2/6/2013
1,1,FYR Macedonia,Denmark,3,0,2/6/2013
1,1,Sweden,Argentina,2,3,2/6/2013
1,1,Wales,Austria,2,1,2/6/2013
1,1,Malta,Northern Ireland,0,0,2/6/2013
0,1,Kenya,Libya,3,0,2/6/2013
1,1,Myanmar,Philippines,0,1,2/6/2013
0,0,Mali,Ghana,3,1,2/9/2013
1,1,Nepal,Pakistan,0,1,2/9/2013
0,0,Nigeria,Burkina Faso,1,0,2/10/2013
1,1,Maldives,Pakistan,1,1,2/12/2013
1,1,Maldives,Pakistan,3,0,2/14/2013
1,0,Palestine,Bangladesh,1,0,3/2/2013
1,0,Afghanistan,Sri Lanka,1,0,3/2/2013
1,0,Laos,Mongolia,1,1,3/2/2013
0,0,India,Chinese Taipei,2,1,3/2/2013
1,0,Myanmar,Guam,5,0,3/2/2013
1,0,Nepal,Bangladesh,0,2,3/4/2013
1,0,Mongolia,Afghanistan,0,1,3/4/2013
1,0,Laos,Sri Lanka,4,2,3/4/2013
0,0,Guam,India,0,4,3/4/2013
1,0,Myanmar,Chinese Taipei,1,1,3/4/2013
1,0,Nepal,Palestine,0,0,3/6/2013
1,0,Sri Lanka,Mongolia,3,0,3/6/2013
1,0,Laos,Afghanistan,1,1,3/6/2013
0,0,Chinese Taipei,Guam,0,3,3/6/2013
1,0,Myanmar,India,1,0,3/6/2013
1,1,Qatar,Egypt,3,1,3/7/2013
1,0,Tajikistan,Pakistan,1,0,3/17/2013
1,0,Kyrgyzstan,Macau,1,0,3/17/2013
1,1,Bahrain,Lebanon,0,0,3/17/2013
1,0,Macau,Tajikistan,0,3,3/19/2013
1,0,Kyrgyzstan,Pakistan,1,0,3/19/2013
1,1,Botswana,Malawi,1,0,3/19/2013
1,1,Rwanda,Libya,0,1,3/20/2013
1,1,Oman,Haiti,3,0,3/20/2013
1,0,Pakistan,Macau,2,0,3/21/2013
1,0,Kyrgyzstan,Tajikistan,1,0,3/21/2013
1,1,Jordan,Belarus,1,0,3/21/2013
0,1,Italy,Brazil,2,2,3/21/2013
1,1,Kuwait,Palestine,2,1,3/21/2013
1,1,Ecuador,El Salvador,5,0,3/21/2013
1,0,United Arab Emirates,Uzbekistan,2,1,3/22/2013
1,0,Lebanon,Thailand,5,2,3/22/2013
1,0,China PR,Iraq,1,0,3/22/2013
1,0,Hong Kong,Vietnam,1,0,3/22/2013
1,0,Turkmenistan,Cambodia,7,0,3/22/2013
1,0,Bahrain,Qatar,1,0,3/22/2013
1,0,Malaysia,Yemen,2,1,3/22/2013
1,0,Netherlands,Estonia,3,0,3/22/2013
1,0,Andorra,Turkey,0,2,3/22/2013
1,0,Kazakhstan,Germany,0,3,3/22/2013
1,0,Colombia,Bolivia,5,0,3/22/2013
1,0,Hungary,Romania,2,2,3/22/2013
1,0,Argentina,Venezuela,3,0,3/22/2013
1,0,Moldova,Montenegro,0,1,3/22/2013
1,0,USA,Costa Rica,1,0,3/22/2013
1,0,New Zealand,New Caledonia,2,1,3/22/2013
1,0,Spain,Finland,1,1,3/22/2013
1,0,Scotland,Wales,1,2,3/22/2013
1,0,Jamaica,Panama,1,1,3/22/2013
1,0,Peru,Chile,1,0,3/22/2013
1,0,Slovenia,Iceland,1,2,3/22/2013
1,0,Luxembourg,Azerbaijan,0,0,3/22/2013
1,0,Uruguay,Paraguay,1,1,3/22/2013
1,0,Czech Republic,Denmark,0,3,3/22/2013
1,0,Norway,Albania,0,1,3/22/2013
1,0,Tahiti,Solomon Islands,2,0,3/22/2013
1,0,Israel,Portugal,3,3,3/22/2013
1,0,France,Georgia,3,1,3/22/2013
1,0,Honduras,Mexico,2,2,3/22/2013
1,0,San Marino,England,0,8,3/22/2013
1,0,FYR Macedonia,Belgium,0,2,3/22/2013
1,0,Bulgaria,Malta,6,0,3/22/2013
1,0,Sweden,Republic of Ireland,0,0,3/22/2013
1,0,Liechtenstein,Latvia,1,1,3/22/2013
1,0,Austria,Faroe Islands,6,0,3/22/2013
1,0,Poland,Ukraine,1,3,3/22/2013
1,0,Croatia,Serbia,2,0,3/22/2013
1,0,Bosnia-Herzegovina,Greece,3,1,3/22/2013
1,0,Slovakia,Lithuania,1,1,3/22/2013
0,1,Japan,Canada,2,1,3/22/2013
1,0,Indonesia,Saudi Arabia,1,2,3/23/2013
1,0,Côte d'Ivoire,Gambia,3,0,3/23/2013
1,0,Nigeria,Kenya,1,1,3/23/2013
1,0,South Africa,Central African Republic,2,0,3/23/2013
0,0,Senegal,Angola,1,1,3/23/2013
1,0,Cyprus,Switzerland,0,0,3/23/2013
1,0,Burkina Faso,Niger,4,0,3/23/2013
1,0,Congo,Gabon,1,0,3/23/2013
1,0,Tunisia,Sierra Leone,2,1,3/23/2013
1,0,Namibia,Malawi,0,1,3/23/2013
1,0,Cameroon,Togo,2,1,3/23/2013
1,1,Belize,Trinidad and Tobago,0,0,3/23/2013
1,0,Philippines,Cambodia,8,0,3/24/2013
1,0,Ethiopia,Botswana,1,0,3/24/2013
1,0,Tanzania,Morocco,3,1,3/24/2013
1,0,Rwanda,Mali,1,2,3/24/2013
1,0,Congo DR,Libya,0,0,3/24/2013
1,0,Ghana,Sudan,4,0,3/24/2013
1,0,Mozambique,Guinea,0,0,3/24/2013
1,0,Lesotho,Zambia,1,1,3/24/2013
1,0,Liberia,Uganda,2,0,3/24/2013
1,1,Dominican Republic,Haiti,3,1,3/24/2013
0,1,Canada,Belarus,0,2,3/25/2013
0,1,Brazil,Russia,1,1,3/25/2013
1,0,Kuwait,Iran,1,1,3/26/2013
1,0,Philippines,Turkmenistan,1,0,3/26/2013
1,0,Egypt,Zimbabwe,2,1,3/26/2013
1,0,Jordan,Japan,2,1,3/26/2013
1,0,Netherlands,Romania,4,0,3/26/2013
1,0,Azerbaijan,Portugal,0,2,3/26/2013
1,0,Northern Ireland,Israel,0,2,3/26/2013
1,0,Algeria,Benin,3,1,3/26/2013
1,0,Belgium,FYR Macedonia,1,0,3/26/2013
1,0,Denmark,Bulgaria,1,1,3/26/2013
1,0,Republic of Ireland,Austria,2,2,3/26/2013
1,0,Solomon Islands,New Zealand,0,2,3/26/2013
1,0,Turkey,Hungary,1,1,3/26/2013
1,0,Bolivia,Argentina,1,1,3/26/2013
1,0,Mexico,USA,0,0,3/26/2013
1,0,New Caledonia,Tahiti,1,0,3/26/2013
1,0,Serbia,Scotland,2,0,3/26/2013
1,0,Germany,Kazakhstan,4,1,3/26/2013
1,0,Ukraine,Moldova,2,1,3/26/2013
1,0,Panama,Honduras,2,0,3/26/2013
1,0,Montenegro,England,1,1,3/26/2013
1,0,Venezuela,Colombia,1,0,3/26/2013
1,0,Ecuador,Paraguay,4,1,3/26/2013
1,0,France,Spain,0,1,3/26/2013
1,0,Costa Rica,Jamaica,2,0,3/26/2013
1,0,Chile,Uruguay,2,0,3/26/2013
1,0,Korea Republic,Qatar,2,1,3/26/2013
1,0,Wales,Croatia,1,2,3/26/2013
1,0,Australia,Oman,2,2,3/26/2013
1,0,Estonia,Andorra,2,0,3/26/2013
1,0,Malta,Italy,0,2,3/26/2013
1,0,Uzbekistan,Lebanon,1,0,3/26/2013
1,0,Poland,San Marino,5,0,3/26/2013
1,0,Armenia,Czech Republic,0,3,3/26/2013
1,1,Iraq,Syria,2,1,3/26/2013
1,1,Peru,Trinidad and Tobago,3,0,3/26/2013
1,1,Luxembourg,Finland,0,3,3/26/2013
1,1,Slovakia,Sweden,0,0,3/26/2013
1,1,Bolivia,Brazil,0,4,4/6/2013
1,1,Qatar,Palestine,2,0,4/17/2013
0,1,Peru,Mexico,0,0,4/17/2013
1,1,St. Vincent / Grenadines,St. Lucia,0,2,4/21/2013
0,1,Grenada,St. Lucia,2,1,4/23/2013
1,1,Brazil,Chile,2,2,4/24/2013
1,1,St. Vincent / Grenadines,Grenada,0,1,4/25/2013
1,1,Zambia,Zimbabwe,2,0,4/28/2013
1,1,Venezuela,El Salvador,2,1,5/22/2013
1,1,Oman,Iran,3,1,5/22/2013
1,1,Qatar,Latvia,3,1,5/24/2013
1,1,Ethiopia,Sudan,2,0,5/25/2013
1,1,Algeria,Mauritania,1,0,5/25/2013
1,1,Namibia,Zambia,0,0,5/25/2013
1,1,Jordan,Libya,1,0,5/27/2013
1,1,Iraq,Liberia,0,1,5/27/2013
0,1,Turkey,Latvia,3,3,5/28/2013
1,1,Canada,Costa Rica,0,1,5/28/2013
0,1,Ecuador,Germany,2,4,5/29/2013
1,1,USA,Belgium,2,4,5/29/2013
0,1,Oman,Lebanon,1,1,5/29/2013
1,1,Qatar,Azerbaijan,1,1,5/29/2013
1,1,England,Republic of Ireland,1,1,5/29/2013
1,1,Japan,Bulgaria,0,2,5/30/2013
0,1,Turkey,Slovenia,0,2,5/31/2013
1,1,Italy,San Marino,4,0,5/31/2013
0,1,Mexico,Nigeria,2,2,5/31/2013
1,1,Panama,Peru,1,2,6/1/2013
0,1,Sudan,Tanzania,0,0,6/2/2013
1,1,Algeria,Burkina Faso,2,0,6/2/2013
1,1,Republic of Ireland,Georgia,4,0,6/2/2013
1,1,Ukraine,Cameroon,0,0,6/2/2013
0,1,Honduras,Israel,0,2,6/2/2013
1,1,Brazil,England,2,2,6/2/2013
1,1,USA,Germany,4,3,6/2/2013
1,1,Sweden,FYR Macedonia,1,0,6/3/2013
1,1,Estonia,Belarus,0,2,6/3/2013
1,0,Lebanon,Korea Republic,1,1,6/4/2013
1,0,Qatar,Iran,0,1,6/4/2013
1,0,Jamaica,Mexico,0,1,6/4/2013
1,0,Oman,Iraq,1,0,6/4/2013
1,0,Japan,Australia,1,1,6/4/2013
1,1,Kazakhstan,Bulgaria,1,2,6/4/2013
1,1,Romania,Trinidad and Tobago,4,0,6/4/2013
1,1,Hong Kong,Philippines,0,1,6/4/2013
1,1,Poland,Liechtenstein,2,0,6/4/2013
1,1,Myanmar,Singapore,0,2,6/4/2013
1,0,Malawi,Namibia,0,0,6/5/2013
1,0,Kenya,Nigeria,0,1,6/5/2013
1,1,Denmark,Georgia,2,1,6/5/2013
1,1,Uruguay,France,1,0,6/5/2013
1,1,China PR,Uzbekistan,1,2,6/6/2013
1,1,Hungary,Kuwait,1,0,6/6/2013
1,0,Paraguay,Chile,1,2,6/7/2013
1,0,Azerbaijan,Luxembourg,1,1,6/7/2013
1,0,Belgium,Serbia,2,1,6/7/2013
1,0,Argentina,Colombia,0,0,6/7/2013
1,0,Moldova,Poland,1,1,6/7/2013
1,0,Republic of Ireland,Faroe Islands,3,0,6/7/2013
1,0,Finland,Belarus,1,0,6/7/2013
1,0,Jamaica,USA,1,2,6/7/2013
1,0,Bolivia,Venezuela,1,1,6/7/2013
1,0,Peru,Ecuador,1,0,6/7/2013
1,0,Portugal,Russia,1,0,6/7/2013
1,0,Sudan,Ghana,1,3,6/7/2013
1,0,Panama,Mexico,0,0,6/7/2013
1,0,Montenegro,Ukraine,0,4,6/7/2013
1,0,Czech Republic,Italy,0,0,6/7/2013
1,0,Iceland,Slovenia,2,4,6/7/2013
1,0,Latvia,Bosnia-Herzegovina,0,5,6/7/2013
1,0,Costa Rica,Honduras,1,0,6/7/2013
1,0,Albania,Norway,1,1,6/7/2013
1,0,Libya,Congo DR,0,0,6/7/2013
1,0,Liechtenstein,Slovakia,1,1,6/7/2013
1,0,Austria,Sweden,2,1,6/7/2013
1,0,Lithuania,Greece,0,1,6/7/2013
1,0,Armenia,Malta,0,1,6/7/2013
1,0,Croatia,Scotland,0,1,6/7/2013
1,1,Indonesia,Netherlands,0,3,6/7/2013
1,1,Estonia,Trinidad and Tobago,1,0,6/7/2013
1,1,Laos,Singapore,2,5,6/7/2013
1,0,Gambia,Côte d'Ivoire,0,3,6/8/2013
1,0,Gabon,Congo,0,0,6/8/2013
1,0,Sierra Leone,Tunisia,2,2,6/8/2013
1,0,Switzerland,Cyprus,1,0,6/8/2013
1,0,Uganda,Liberia,1,0,6/8/2013
1,0,Angola,Senegal,1,1,6/8/2013
1,0,Morocco,Tanzania,2,1,6/8/2013
1,0,Zambia,Lesotho,4,0,6/8/2013
0,0,Central African Republic,South Africa,0,3,6/8/2013
0,1,Spain,Haiti,2,1,6/8/2013
1,0,Mali,Rwanda,1,1,6/9/2013
1,0,Guinea,Mozambique,6,1,6/9/2013
1,0,Zimbabwe,Egypt,2,4,6/9/2013
1,0,Niger,Burkina Faso,0,1,6/9/2013
1,0,Benin,Algeria,1,3,6/9/2013
1,1,Brazil,France,3,0,6/9/2013
0,1,Croatia,Portugal,0,1,6/10/2013
1,0,Colombia,Peru,2,0,6/11/2013
1,0,Denmark,Armenia,0,4,6/11/2013
0,0,Iraq,Japan,0,1,6/11/2013
1,0,Belarus,Finland,1,1,6/11/2013
1,0,Australia,Jordan,4,0,6/11/2013
1,0,Mexico,Costa Rica,0,0,6/11/2013
1,0,Venezuela,Uruguay,0,1,6/11/2013
1,0,Ecuador,Argentina,1,1,6/11/2013
1,0,Chile,Bolivia,3,1,6/11/2013
1,0,USA,Panama,2,0,6/11/2013
1,0,Korea Republic,Uzbekistan,1,0,6/11/2013
1,0,Sweden,Faroe Islands,2,0,6/11/2013
1,0,Honduras,Jamaica,2,0,6/11/2013
1,0,Iran,Lebanon,4,0,6/11/2013
1,1,Guatemala,Belize,0,0,6/11/2013
1,1,China PR,Netherlands,0,2,6/11/2013
1,1,Qatar,Korea DPR,0,0,6/11/2013
0,1,Spain,Republic of Ireland,2,0,6/11/2013
1,1,Norway,FYR Macedonia,2,0,6/11/2013
0,1,Italy,Haiti,2,2,6/11/2013
1,1,Estonia,Kyrgyzstan,1,1,6/11/2013
1,0,Malawi,Kenya,2,2,6/12/2013
1,0,Namibia,Nigeria,1,1,6/12/2013
1,0,Libya,Togo,2,0,6/14/2013
1,1,Guatemala,Argentina,0,4,6/14/2013
1,1,Moldova,Kyrgyzstan,2,1,6/14/2013
1,0,Brazil,Japan,3,0,6/15/2013
1,0,Gabon,Niger,4,1,6/15/2013
1,0,Uganda,Angola,2,1,6/15/2013
1,0,Botswana,Central African Republic,3,2,6/15/2013
1,0,Morocco,Gambia,2,0,6/15/2013
1,0,Zambia,Sudan,1,1,6/15/2013
1,0,Congo,Burkina Faso,0,1,6/15/2013
1,0,Cape Verde Islands,Sierra Leone,1,0,6/15/2013
1,1,China PR,Thailand,1,5,6/15/2013
0,0,Spain,Uruguay,2,1,6/16/2013
0,0,Mexico,Italy,1,2,6/16/2013
1,0,Ethiopia,South Africa,2,1,6/16/2013
1,0,Mali,Benin,2,2,6/16/2013
1,0,Guinea,Zimbabwe,1,0,6/16/2013
1,0,Tanzania,Côte d'Ivoire,2,4,6/16/2013
1,0,Rwanda,Algeria,0,1,6/16/2013
1,0,Congo DR,Cameroon,0,0,6/16/2013
1,0,Equatorial Guinea,Tunisia,1,1,6/16/2013
1,0,Mozambique,Egypt,0,1,6/16/2013
1,0,Lesotho,Ghana,0,2,6/16/2013
1,0,Liberia,Senegal,0,2,6/16/2013
0,0,Tahiti,Nigeria,1,6,6/17/2013
1,0,Jordan,Oman,1,0,6/18/2013
1,0,Costa Rica,Panama,2,0,6/18/2013
1,0,USA,Honduras,1,0,6/18/2013
1,0,Australia,Iraq,1,0,6/18/2013
1,0,Uzbekistan,Qatar,5,1,6/18/2013
1,0,Korea Republic,Iran,0,1,6/18/2013
1,0,Brazil,Mexico,2,0,6/19/2013
0,0,Italy,Japan,4,3,6/19/2013
0,0,Spain,Tahiti,10,0,6/20/2013
0,0,Nigeria,Uruguay,1,2,6/20/2013
0,0,Japan,Mexico,1,2,6/22/2013
1,0,Brazil,Italy,4,2,6/22/2013
0,0,Nigeria,Spain,0,3,6/23/2013
0,0,Uruguay,Tahiti,8,0,6/23/2013
1,1,Swaziland,Angola,0,1,6/23/2013
1,0,Brazil,Uruguay,2,1,6/26/2013
0,0,Spain,Italy,0,0,6/27/2013
1,1,Angola,Swaziland,1,0,6/29/2013
1,0,Brazil,Spain,3,0,6/30/2013
0,0,Uruguay,Italy,2,2,6/30/2013
1,1,USA,Guatemala,6,0,7/5/2013
1,1,Mali,Guinea,3,1,7/6/2013
1,1,Senegal,Mauritania,1,0,7/6/2013
1,1,Nigeria,Côte d'Ivoire,4,1,7/6/2013
1,1,Malawi,Mozambique,0,1,7/6/2013
0,1,Namibia,Mauritius,2,1,7/6/2013
1,1,Burkina Faso,Niger,1,0,7/6/2013
1,1,Tunisia,Morocco,0,1,7/6/2013
0,0,Mexico,Panama,1,2,7/7/2013
1,1,Burundi,Sudan,1,1,7/7/2013
1,1,Congo DR,Congo,2,1,7/7/2013
0,1,Botswana,Swaziland,0,0,7/7/2013
0,0,El Salvador,Trinidad and Tobago,2,2,7/8/2013
0,0,Haiti,Honduras,0,2,7/8/2013
0,1,Kenya,Lesotho,2,2,7/8/2013
0,1,Namibia,Seychelles,4,2,7/8/2013
0,0,Costa Rica,Cuba,3,0,7/9/2013
1,0,USA,Belize,6,1,7/9/2013
0,1,Kenya,Swaziland,2,0,7/9/2013
0,1,Lesotho,Botswana,3,3,7/9/2013
0,1,Mauritius,Seychelles,4,0,7/10/2013
0,0,Mexico,Canada,2,0,7/11/2013
0,1,Kenya,Botswana,1,2,7/11/2013
0,1,Lesotho,Swaziland,2,0,7/11/2013
0,0,Trinidad and Tobago,Haiti,0,2,7/12/2013
0,0,Honduras,El Salvador,1,0,7/12/2013
1,0,USA,Cuba,4,1,7/13/2013
0,0,Costa Rica,Belize,1,0,7/13/2013
1,1,Tanzania,Uganda,0,1,7/13/2013
0,1,Zimbabwe,Malawi,1,1,7/13/2013
0,1,South Africa,Namibia,2,1,7/13/2013
0,0,Panama,Canada,0,0,7/14/2013
1,1,Ethiopia,Rwanda,1,0,7/14/2013
0,1,Angola,Lesotho,1,1,7/14/2013
1,1,Zambia,Mozambique,3,1,7/14/2013
1,1,Morocco,Tunisia,0,0,7/14/2013
0,0,El Salvador,Haiti,1,0,7/15/2013
0,0,Honduras,Trinidad and Tobago,0,2,7/15/2013
0,0,Cuba,Belize,4,0,7/16/2013
1,0,USA,Costa Rica,1,0,7/16/2013
0,1,Malawi,Angola,2,3,7/16/2013
0,1,Namibia,Mozambique,0,1,7/16/2013
0,1,Zimbabwe,Lesotho,2,1,7/17/2013
1,1,Zambia,South Africa,0,0,7/17/2013
0,1,Angola,Mozambique,0,1,7/18/2013
0,0,Panama,Cuba,6,1,7/20/2013
0,0,Mexico,Trinidad and Tobago,1,0,7/20/2013
0,1,Lesotho,South Africa,1,2,7/20/2013
1,1,Zambia,Zimbabwe,2,0,7/20/2013
1,1,Mauritania,Senegal,2,0,7/20/2013
1,1,Korea Republic,Australia,0,0,7/20/2013
1,0,USA,El Salvador,5,1,7/21/2013
0,0,Honduras,Costa Rica,1,0,7/21/2013
0,1,Japan,China PR,3,3,7/21/2013
1,0,USA,Honduras,3,1,7/24/2013
0,0,Panama,Mexico,2,1,7/24/2013
1,1,Korea Republic,China PR,0,0,7/24/2013
0,1,Japan,Australia,3,2,7/25/2013
1,1,Côte d'Ivoire,Nigeria,2,0,7/27/2013
1,1,Uganda,Tanzania,3,1,7/27/2013
1,1,Rwanda,Ethiopia,1,0,7/27/2013
1,1,Botswana,Zambia,1,1,7/27/2013
1,1,Niger,Burkina Faso,1,0,7/27/2013
1,0,USA,Panama,1,0,7/28/2013
1,1,Guinea,Mali,1,0,7/28/2013
1,1,Mauritius,Zimbabwe,0,3,7/28/2013
1,1,Congo,Congo DR,1,0,7/28/2013
1,1,Mozambique,Namibia,3,0,7/28/2013
1,1,Sudan,Burundi,1,1,7/28/2013
1,1,Korea Republic,Japan,1,2,7/28/2013
0,1,Australia,China PR,3,4,7/28/2013
1,1,Cameroon,Gabon,1,0,7/28/2013
1,1,Zambia,Botswana,2,0,8/3/2013
1,1,Namibia,Mozambique,3,0,8/3/2013
1,1,Zimbabwe,Mauritius,1,1,8/4/2013
1,1,Jordan,Libya,2,1,8/9/2013
1,1,Gabon,Cameroon,1,0,8/10/2013
1,0,Singapore,Oman,0,2,8/14/2013
1,0,Northern Ireland,Russia,1,0,8/14/2013
1,1,Kazakhstan,Georgia,1,0,8/14/2013
1,1,Azerbaijan,Malta,3,0,8/14/2013
0,1,Colombia,Serbia,1,0,8/14/2013
1,1,Switzerland,Brazil,1,0,8/14/2013
1,1,Algeria,Guinea,2,2,8/14/2013
0,1,Chile,Iraq,6,0,8/14/2013
1,1,Belgium,France,0,0,8/14/2013
1,1,Romania,Slovakia,1,1,8/14/2013
1,1,Hungary,Czech Republic,1,1,8/14/2013
1,1,Wales,Republic of Ireland,0,0,8/14/2013
1,1,Moldova,Andorra,1,1,8/14/2013
1,1,South Africa,Nigeria,0,2,8/14/2013
1,1,Egypt,Uganda,3,0,8/14/2013
1,1,Portugal,Netherlands,1,1,8/14/2013
1,1,Poland,Denmark,3,2,8/14/2013
1,1,Ecuador,Spain,0,2,8/14/2013
1,1,Turkey,Ghana,2,2,8/14/2013
1,1,Germany,Paraguay,3,3,8/14/2013
1,1,Tajikistan,India,3,0,8/14/2013
1,1,Rwanda,Malawi,0,1,8/14/2013
1,1,Ukraine,Israel,2,0,8/14/2013
1,1,England,Scotland,3,2,8/14/2013
1,1,Luxembourg,Lithuania,2,1,8/14/2013
0,1,Mexico,Côte d'Ivoire,4,1,8/14/2013
1,1,Gabon,Cape Verde Islands,1,1,8/14/2013
1,1,Tunisia,Congo,3,0,8/14/2013
1,1,Iceland,Faroe Islands,1,0,8/14/2013
1,1,Japan,Uruguay,2,4,8/14/2013
1,1,Italy,Argentina,1,2,8/14/2013
0,1,Zambia,Senegal,1,1,8/14/2013
1,1,Austria,Greece,0,2,8/14/2013
0,1,Venezuela,Bolivia,2,2,8/14/2013
1,1,Bosnia-Herzegovina,USA,3,4,8/14/2013
1,1,FYR Macedonia,Bulgaria,2,0,8/14/2013
1,1,Sweden,Norway,4,2,8/14/2013
1,1,Indonesia,Philippines,2,0,8/14/2013
1,1,Korea Republic,Peru,0,0,8/14/2013
1,1,Estonia,Latvia,1,1,8/14/2013
1,1,Morocco,Burkina Faso,1,2,8/14/2013
1,1,Albania,Armenia,2,0,8/14/2013
1,1,Finland,Slovenia,2,0,8/14/2013
1,1,Liechtenstein,Croatia,2,3,8/14/2013
1,1,Belarus,Montenegro,1,1,8/14/2013
1,0,Syria,Jordan,1,1,8/15/2013
1,1,South Africa,Burkina Faso,2,0,8/17/2013
1,1,Zimbabwe,Zambia,0,0,8/18/2013
1,1,Afghanistan,Pakistan,3,0,8/20/2013
1,1,Zambia,Zimbabwe,0,1,8/24/2013
1,1,Mozambique,Angola,0,0,8/25/2013
1,1,Cameroon,Congo DR,0,1,8/26/2013
0,1,Libya,Mali,1,0,8/27/2013
1,1,Congo DR,Cameroon,1,1,8/30/2013
0,1,Libya,Ghana,1,0,8/30/2013
1,1,Angola,Mozambique,1,1,8/31/2013
1,1,Botswana,Uganda,1,3,8/31/2013
1,1,Nepal,Bangladesh,2,0,8/31/2013
0,1,India,Pakistan,1,0,9/1/2013
0,1,Afghanistan,Bhutan,3,0,9/2/2013
0,1,Maldives,Sri Lanka,10,0,9/2/2013
0,1,Bangladesh,India,1,1,9/3/2013
1,1,Nepal,Pakistan,1,1,9/3/2013
0,1,Sri Lanka,Afghanistan,1,3,9/4/2013
0,1,Bhutan,Maldives,2,8,9/4/2013
1,1,Qatar,Mauritius,3,0,9/5/2013
1,1,Nepal,India,2,1,9/5/2013
0,1,Bangladesh,Pakistan,1,2,9/5/2013
1,1,Saudi Arabia,New Zealand,0,1,9/5/2013
0,1,Trinidad and Tobago,United Arab Emirates,3,3,9/5/2013
1,0,Jordan,Uzbekistan,1,1,9/6/2013
1,0,Kazakhstan,Faroe Islands,2,1,9/6/2013
1,0,Paraguay,Bolivia,4,0,9/6/2013
1,0,Colombia,Ecuador,1,0,9/6/2013
1,0,Northern Ireland,Portugal,2,4,9/6/2013
1,0,Serbia,Croatia,1,1,9/6/2013
1,0,Switzerland,Iceland,4,4,9/6/2013
1,0,Romania,Hungary,3,0,9/6/2013
1,0,Republic of Ireland,Sweden,1,2,9/6/2013
1,0,Scotland,Belgium,0,2,9/6/2013
1,0,Finland,Spain,0,2,9/6/2013
1,0,Turkey,Andorra,5,0,9/6/2013
1,0,Russia,Luxembourg,4,1,9/6/2013
1,0,Ghana,Zambia,2,1,9/6/2013
1,0,Peru,Uruguay,1,2,9/6/2013
1,0,Slovenia,Albania,1,0,9/6/2013
1,0,England,Moldova,4,0,9/6/2013
1,0,Ukraine,San Marino,9,0,9/6/2013
1,0,Mexico,Honduras,1,2,9/6/2013
1,0,Germany,Austria,3,0,9/6/2013
1,0,Norway,Cyprus,2,0,9/6/2013
1,0,Italy,Bulgaria,1,0,9/6/2013
1,0,Panama,Jamaica,0,0,9/6/2013
1,0,Czech Republic,Armenia,1,2,9/6/2013
1,0,Latvia,Lithuania,2,1,9/6/2013
1,0,Costa Rica,USA,3,1,9/6/2013
1,0,Chile,Venezuela,3,0,9/6/2013
1,0,FYR Macedonia,Wales,2,1,9/6/2013
1,0,Estonia,Netherlands,2,2,9/6/2013
1,0,Malta,Denmark,1,2,9/6/2013
1,0,Georgia,France,0,0,9/6/2013
1,0,Liechtenstein,Greece,0,1,9/6/2013
1,0,Poland,Montenegro,1,1,9/6/2013
1,0,Bosnia-Herzegovina,Slovakia,0,1,9/6/2013
1,1,Lebanon,Syria,2,0,9/6/2013
1,1,Korea Republic,Haiti,4,1,9/6/2013
0,1,Sri Lanka,Bhutan,5,2,9/6/2013
0,1,Afghanistan,Maldives,0,0,9/6/2013
1,1,Kuwait,Korea DPR,2,1,9/6/2013
1,1,Japan,Guatemala,3,0,9/6/2013
1,1,China PR,Singapore,6,1,9/6/2013
1,1,Belarus,Kyrgyzstan,3,1,9/6/2013
1,0,Côte d'Ivoire,Morocco,1,1,9/7/2013
1,0,Gambia,Tanzania,2,0,9/7/2013
0,0,Central African Republic,Ethiopia,1,2,9/7/2013
1,0,Nigeria,Malawi,2,0,9/7/2013
1,0,South Africa,Botswana,4,1,9/7/2013
1,0,Sierra Leone,Equatorial Guinea,3,2,9/7/2013
1,0,Angola,Liberia,4,1,9/7/2013
0,0,Senegal,Uganda,1,0,9/7/2013
1,0,Niger,Congo,2,2,9/7/2013
1,0,Burkina Faso,Gabon,1,0,9/7/2013
1,0,Israel,Azerbaijan,1,1,9/7/2013
1,1,Brazil,Australia,6,0,9/7/2013
1,0,Zimbabwe,Mozambique,1,1,9/8/2013
1,0,Togo,Congo DR,2,1,9/8/2013
1,0,Kenya,Namibia,1,0,9/8/2013
1,0,Sudan,Lesotho,1,3,9/8/2013
1,0,Benin,Rwanda,2,0,9/8/2013
1,0,Cameroon,Libya,1,0,9/8/2013
1,1,Nepal,Afghanistan,0,1,9/8/2013
0,1,Canada,Mauritania,0,0,9/8/2013
1,1,Qatar,Lebanon,1,1,9/9/2013
0,1,Maldives,India,0,1,9/9/2013
1,1,Kuwait,Bahrain,2,1,9/9/2013
0,1,New Zealand,United Arab Emirates,0,2,9/9/2013
1,1,Saudi Arabia,Trinidad and Tobago,1,3,9/9/2013
1,0,Andorra,Netherlands,0,2,9/10/2013
1,0,Kazakhstan,Sweden,0,1,9/10/2013
1,0,Paraguay,Argentina,2,5,9/10/2013
